id_municipio,municipio_nome,id_pj,pj_nome
3555406,Ubatuba,3555406,Ubatuba
3555505,Ubirajara,3514502,Duartina
3555604,Uchoa,3549805,São José do Rio Preto
3555703,União Paulista,3528106,Macaubal
3555802,Urânia,3555802,Urânia
3555901,Uru,3538907,Pirajuí
3556008,Urupês,3556008,Urupês
3556107,Valentim Gentil,3557105,Votuporanga
3556206,Valinhos,3556206,Valinhos
3556305,Valparaíso,3556305,Valparaíso
3556354,Vargem,3507605,Bragança Paulista
3556404,Vargem Grande do Sul,3556404,Vargem Grande do Sul
3556453,Vargem Grande Paulista,3556453,Vargem Grande Paulista
3556503,Várzea Paulista,3556503,Várzea Paulista
3556602,Vera Cruz,3529005,Marília
3556701,Vinhedo,3556701,Vinhedo
3556800,Viradouro,3556800,Viradouro
3556909,Vista Alegre do Alto,3539004,Pirangi
3556958,Vitória Brasil,3524808,Jales
3557006,Votorantim,3557006,Votorantim
3557105,Votuporanga,3557105,Votuporanga
3557154,Zacarias,3508108,Buritama
