id_municipio,municipio_nome,id_ar,ar_nome
3554706,Torrinha,3538709,Piracicaba
3554755,Trabiju,3543402,Ribeirão Preto
3554805,Tremembé,3554102,Taubaté
3554904,Três Fronteiras,3549805,São José do Rio Preto
3554953,Tuiuti,3509502,Campinas
3555000,Tupã,3541406,Presidente Prudente
3555109,Tupi Paulista,3541406,Presidente Prudente
3555208,Turiúba,3502804,Araçatuba
3555307,Turmalina,3549805,São José do Rio Preto
3555356,Ubarana,3549805,São José do Rio Preto
3555406,Ubatuba,3554102,Taubaté
3555505,Ubirajara,3506003,Bauru
3555604,Uchoa,3549805,São José do Rio Preto
3555703,União Paulista,3549805,São José do Rio Preto
3555802,Urânia,3549805,São José do Rio Preto
3555901,Uru,3506003,Bauru
3556008,Urupês,3549805,São José do Rio Preto
3556107,Valentim Gentil,3549805,São José do Rio Preto
3556206,Valinhos,3509502,Campinas
3556305,Valparaíso,3502804,Araçatuba
3556354,Vargem,3509502,Campinas
3556404,Vargem Grande do Sul,3509502,Campinas
3556453,Vargem Grande Paulista,2,Grande São Paulo
3556503,Várzea Paulista,3509502,Campinas
3556602,Vera Cruz,3506003,Bauru
3556701,Vinhedo,3509502,Campinas
3556800,Viradouro,3543402,Ribeirão Preto
3556909,Vista Alegre do Alto,3543402,Ribeirão Preto
3556958,Vitória Brasil,3549805,São José do Rio Preto
3557006,Votorantim,3552205,Sorocaba
3557105,Votuporanga,3549805,São José do Rio Preto
3557154,Zacarias,3502804,Araçatuba
